A22,6ec33e201b803a1cc0150c0da8dc42b2a0f1029cf31e7a2c0fc81d1d8336ef36,ab64f97c21ac8b84c75d6f52a89765b1c8fd1856d2d2060926d05e94f306a88d,3c0edf049cd95575b46d688ed31be0ccce7a5822c5bcc22adf05d491f01f2780,3c0edf049cd95575b46d688ed31be0ccce7a5822c5bcc22adf05d491f01f2780
A23,01e6c1ce016de128117697d51a8fdaebb57c1f50343c081dfd72e2fbc56733a8,624bc49501d58649e27cae4fb89fb5a56844685e54c5ce1625633894f8f752e1,ceebc7042ff4b3525981f67e306167d9711ac0bce6ea07a067cdb4881854db97,ceebc7042ff4b3525981f67e306167d9711ac0bce6ea07a067cdb4881854db97
A24,7a64b01ca9e737c550b205ba3a8a46b3fcfc9447b648ba8ef15d62d3ada26141,fef5941bab92019b7692f8544de94715a42ed9ff76d89cbec4fb6f9821611925,b37687b8bb3dbd4c6f96969358cf5d70900d1ccd01402cea7668da6303bec4b4,b37687b8bb3dbd4c6f96969358cf5d70900d1ccd01402cea7668da6303bec4b4
A25,483e8900c47b40bc67a6bd1cbfce07884b9ac5f2c85e0214f334cc37e4e65c35,483e8900c47b40bc67a6bd1cbfce07884b9ac5f2c85e0214f334cc37e4e65c35,3beae22dd24b0dbc955ce74a9fe755390983d8436a45b401461ceaaa7a5d1609,3beae22dd24b0dbc955ce74a9fe755390983d8436a45b401461ceaaa7a5d1609
A26,,,a2e2820561158593079cf28230b73b9b7f1cb83da49b04d2317790e20c0c706f,a2e2820561158593079cf28230b73b9b7f1cb83da49b04d2317790e20c0c706f
A27,19c639047dab46befb5839503733c8f1e7ed8278f788a089d11d2caee84a8f7c,4ac14cafe608f1dbe7e48f96edd7574c55f0aac2c2e99ede0418dae7225977af,26d7b17ff73e55cbf2e7b90ec0eaca8627f132b000e1c8f2de8e5157d8ebe216,26d7b17ff73e55cbf2e7b90ec0eaca8627f132b000e1c8f2de8e5157d8ebe216
A28,,,e225f44a0b0939b1b30a1ab03b2f38baeca8699c0cd44b4e39adbe19ffbb3542,e225f44a0b0939b1b30a1ab03b2f38baeca8699c0cd44b4e39adbe19ffbb3542
A29,,,9c03a344765a6b8da57c4a7d40647791b737e3e1feecc14e3d59f2c69bdb246b,9c03a344765a6b8da57c4a7d40647791b737e3e1feecc14e3d59f2c69bdb246b
A30,83d21357ecad07668ab7f2010aefed3cebb92dab384eeae6eb7aa77def06cfc3,8a34a40e5bc5436b3530d898d75a57cf0488591887b31a5169499fe78952d84c,245e5eb8db3a19aebfdf9ccc2c2ac0467bebccc76339696f519452e8bbd393ad,245e5eb8db3a19aebfdf9ccc2c2ac0467bebccc76339696f519452e8bbd393ad
A31,58010a47630ff9ea23336bf3fc558deff59905e0292551fcabc95740082cb378,cc5bd9a7d0b2acc7f246522414fd5f5d579b977180bb04fa60a545cb35dae90f,0e9bb259b84413d890a0fd548e40f255bb983a3add2eb7a737283f711e23d523,0e9bb259b84413d890a0fd548e40f255bb983a3add2eb7a737283f711e23d523
A32,58010a47630ff9ea23336bf3fc558deff59905e0292551fcabc95740082cb378,cc5bd9a7d0b2acc7f246522414fd5f5d579b977180bb04fa60a545cb35dae90f,d2c939f8f97b2a02c254da4add5fcbea1311d465178344adc029d82366a0f642,d2c939f8f97b2a02c254da4add5fcbea1311d465178344adc029d82366a0f642
A33,5839144ecfb6c41a2c3cf5c1e86a6b3ad7a9e3ec9c4efa5650a6e7b9e3586335,7d28663fdb5deb361d5ad773d7b7ece3c6acf8d2eb7a1222a60cb08df4c93aac,583a0f52df591048a41be40620830a70260e77855364174d91ba159970d8488e,583a0f52df591048a41be40620830a70260e77855364174d91ba159970d8488e
A34,093c1e09f5a65e4cba0247dcab5a8f4854f3e512db336b1855b9a4c48d3659e0,c967c90bfc7bc13426924eca012de349ae51d4e8f652fe64bfbec2cccc8c8146,a6fa642bc8eceff2b1d333dc1123748399264c028fde2fd78308f0a0209ae21b,a6fa642bc8eceff2b1d333dc1123748399264c028fde2fd78308f0a0209ae21b
A35,b4f0d1b7f1d41c70797fa200c6fc73ac01f2f1659319e5cb1cebe8f5e79c1fcb,8c09094de9d71f12686896827a205db683b6df58fa363bc5be2a7d99989e7dd0,69dbbbfc4ff4c79244a3bd99f7c3f883f2a7114ec515cb4d576f0d807c94b9fd,9694ffda6be83e507b6d3395cb411581d91419db0107726873a0a9018eab6a54
A36,a1eafd9c95081eeabe19f0511239b88139f02f95e2349049eeea058a89c80f49,39ffef052c31580b50b418f3991e9de7db4dc182fcf96f5a447d7f8e09560612,26c3fa9eb08207b2dfbd8d7c3852f0c9db3fdc50491d24db5b2f2eb1acf68732,a6184fb705cfed44856c7b9594b492926f7a63a128a5a2be7b896294d8c79838
A37,3671439b412291ce208a0ade6313c64aeb2942059c7543ca39322c56458bcf96,838030847fa0adf54939e3feaac0ac2510924c54035e1cb671b223b54b02fd70,0b122f4f42ca2089ee158a31d932d6a0332aa3a4d04acce1e2e7aa140815a0ec,0b122f4f42ca2089ee158a31d932d6a0332aa3a4d04acce1e2e7aa140815a0ec
A38,0c9dd43038136296b52f50e05f9d6eef39f7b8018517224007990b15be2eb19e,7a18abe4842e04b608025fd70e54c3db5c2a10130c0dab0495479e7d5effb55d,549e39fc635763b9466e09688714b2908fcf7a349d4f4f0fe2a761bd6f502733,549e39fc635763b9466e09688714b2908fcf7a349d4f4f0fe2a761bd6f502733
A39,,,17a2b7a0ca372f407c300b69049faf9d92cbf274964290ba278b18cf10bf5dbf,17a2b7a0ca372f407c300b69049faf9d92cbf274964290ba278b18cf10bf5dbf
A40,1d35b341bcafc21377ae6ac358b9dc087e8ad32870012c2743e49e4566440f41,c265ca0c56e0f29a34039d496ba707b5486ccf6d445f9f058c19b4ece977861f,22c3c5b40201f4ab2cb64a2d34b7665f8d0d1562f2a3e1a493dd3312608c7537,22c3c5b40201f4ab2cb64a2d34b7665f8d0d1562f2a3e1a493dd3312608c7537
A41,73a8058bec757a2fdb0f8513c2f11841e982cbef76c3be82af67707c294da8b8,6d48464387e608d3022bd07338cd3859acfb0f84139186a979ef3b96baa51086,51782b9aa4b92f4aba322a549b9d3972e304ca68f9353073c29add782502d910,51782b9aa4b92f4aba322a549b9d3972e304ca68f9353073c29add782502d910
A42,,,1624157830122d60825aa5aa88ab70d0b140b2e7e510086699f9a9773efef6bd,1624157830122d60825aa5aa88ab70d0b140b2e7e510086699f9a9773efef6bd
A43,,,cc272cd8a2e3e9c5e4edaa5ac7d59735c377a9db89d6958335a2cf0538761ab3,cc272cd8a2e3e9c5e4edaa5ac7d59735c377a9db89d6958335a2cf0538761ab3
