A1,d7be9f0dd52944e6c25f5469c86355a42ae446838bd9759b4986d21f7db4814b,8eb17470327d32b3bb523447fe72ee5c60ddb03e81dae318b485fbe05f48a844,812668363d8f0cc562041fae6c588e1555372bf0bf5c16835be996dd72070013,812668363d8f0cc562041fae6c588e1555372bf0bf5c16835be996dd72070013
A2,450e8a1f4cffbbf3de202e37bd642f098174559028df90ccc657473a6086bc0b,138786a6e7517e10b94e83ec3b3e7ac79b4c49dcbeaef8d8e993c8df0d173529,e46f1a4a060cc7e143e32e4833c94af9164c37bc0d4c844bd1fa974ffb2ac225,e46f1a4a060cc7e143e32e4833c94af9164c37bc0d4c844bd1fa974ffb2ac225
A2(a),b6ba3f2f556446c68c55833e72b217be87ad5f0dd07744e2c39c6070aff6c10f,02333ef99fbcb4f101a106bcf97c9559888756b085b1729b7c2ac9626dc4bc63,8c0e1d9d02fa1d534bed0962df3492708c99afbc6343ac8dc671bbabae75aca2,8c0e1d9d02fa1d534bed0962df3492708c99afbc6343ac8dc671bbabae75aca2
A3,f70d8bc1b4b6e186d69ea3f7f8cc7b2d75314b84e7f481ebe13b4e6ed8b36598,f70d8bc1b4b6e186d69ea3f7f8cc7b2d75314b84e7f481ebe13b4e6ed8b36598,d520eae57650560dd54723cdcdd166243c9a0b1458a4afdc331175b5c1cada7e,d520eae57650560dd54723cdcdd166243c9a0b1458a4afdc331175b5c1cada7e
A4,7aa038b5496afb8cb229c692be9a2adc175deb2d5d47e35ad67e027c9eac28ba,7aa038b5496afb8cb229c692be9a2adc175deb2d5d47e35ad67e027c9eac28ba,3b3b2febe9a7e3ad44bdefc47b0bbcafc7a2e677e9570d6ad822efbe1f7d41e2,3b3b2febe9a7e3ad44bdefc47b0bbcafc7a2e677e9570d6ad822efbe1f7d41e2
A5,e370a4af17e89cbb70bb5079082a1e21cdee85435c8fc30b12a8987f18db367f,a81c4b8658f57e819297eb0b7977407f8d814c6fe749c74a8ac497277ca7d9d8,52e41801b0db7274d934a229fee15e657273655d70d448d16706fcbe0e4f9746,52e41801b0db7274d934a229fee15e657273655d70d448d16706fcbe0e4f9746
A6,ef096f898c938883daab1b22e784cfaf985b5e5c855e170ecf6eab6f37b01b50,1cd71a7b6d54631ba58cc8b0655a443d696f49ec74a0f4cccc871de7789d6a60,cd828c0ec9887027bdb6b981560bde593cda27c080298ab36323ba5441ba4c31,cd828c0ec9887027bdb6b981560bde593cda27c080298ab36323ba5441ba4c31
A7,a67ecbc29e70e62b18dba3ae4f8d1f91d5b3196777dbf8b58c6713cd517eb768,6bedf555bffb837990b9eb353447fa116eb9d2384770b1dd3de46d3c5901d4f4,f53dee88cf8529a93a68be781005e903c270057da1a72e2f89e8cb154be0c51b,f53dee88cf8529a93a68be781005e903c270057da1a72e2f89e8cb154be0c51b
A8,cf1de0bf03a8ee372af0deddf9ef5c4609f5a7bb9c7e001c89d887c6789eaf56,d129862d6c9639e131c7d5eef095af16ef94d57ec0d52f955bf909ba8ec688e8,a60f86e868fe2bdcf0c5c47111455d1d5b59498172688e36f23a77baa347d916,a60f86e868fe2bdcf0c5c47111455d1d5b59498172688e36f23a77baa347d916
A9,0229101dfe08cbe58da1e454363d30a8178a2e120466c8db23965488cae5c8b1,b21a3eb972a2119979bc57368474efa809e8dd16cede48bc492e8b64da1abee9,fb2c0a4ddb03b09ecd5450c5a1d6aeed4e51c2a0387709a95a89cd850a7dd180,fb2c0a4ddb03b09ecd5450c5a1d6aeed4e51c2a0387709a95a89cd850a7dd180
A10,105c699a138c27ab9a1af9174253cd7488b278f700acdbb1bdbcc3e0b9c5ec3d,19598487b8ba278c3438dcfd74b74d9aad51beac08c53dbf40bf108ed09e72b2,26aeec3cf5b3b4879325e85fcd751d0c17f62c6c3113109fb100883a553ec0af,26aeec3cf5b3b4879325e85fcd751d0c17f62c6c3113109fb100883a553ec0af
A11,105c699a138c27ab9a1af9174253cd7488b278f700acdbb1bdbcc3e0b9c5ec3d,7ab883158b51681c78f90d1a00bbb3840aa2c86e309a9abd1ad6e6eedb5e2735,7d12b846c487e7201dbcf395866b5abc0bb5fa040b1f519127b6a5f56d447257,7d12b846c487e7201dbcf395866b5abc0bb5fa040b1f519127b6a5f56d447257
A12,f41cca0d171e6f64dbc2bdeae9fbc87f2ea51ac00185b22114d59ab8a06e78d0,33ea90f5c1bb01d4398c57d03a25934dc5722d5ddbc98a43911ea4fb302ec54c,bb5b5da7c1dc98a64c6a6f22f8fc539a8f80702f896697e985dd2c06d4ab68aa,bb5b5da7c1dc98a64c6a6f22f8fc539a8f80702f896697e985dd2c06d4ab68aa
A13,,,3dd3a1fb1ac7d78d162dab36230e70a34459f38a795e765cc5fdd304c8c04907,3dd3a1fb1ac7d78d162dab36230e70a34459f38a795e765cc5fdd304c8c04907
A14,41c6fd2dadb03cc64aad82cfa14f545c084f1a955a3ab7a61aab416a138c5dce,3aec34db3622bf18675b8216d0fc1d68fc7eeb501b4f3326402038a3ceb95c21,50ab6a29689585b917f7b2972d2c41e8c8c52723c2d58eb9b92109c938d4e825,50ab6a29689585b917f7b2972d2c41e8c8c52723c2d58eb9b92109c938d4e825
A15,41c6fd2dadb03cc64aad82cfa14f545c084f1a955a3ab7a61aab416a138c5dce,3aec34db3622bf18675b8216d0fc1d68fc7eeb501b4f3326402038a3ceb95c21,25deb65536af2c7e82f921c56df2c7e21093b2c06fdddd63021b4bccea0b9cd7,25deb65536af2c7e82f921c56df2c7e21093b2c06fdddd63021b4bccea0b9cd7
A16,e8c3529a6146f0b0d269112be717ba4e9c5979ea4f43f57d217c0f998d26ce17,5879b43fc249f0098f3ed687235f432f71bf0c11bd3aa95e063dfdacd64606c8,69e927013383f3944a629c01e930a6663b8304aa5f3137b9a5de3c02d34da401,69e927013383f3944a629c01e930a6663b8304aa5f3137b9a5de3c02d34da401
A17,e8c3529a6146f0b0d269112be717ba4e9c5979ea4f43f57d217c0f998d26ce17,5879b43fc249f0098f3ed687235f432f71bf0c11bd3aa95e063dfdacd64606c8,9420538a5a92af199b492414dd056ab7134e456f005895261b1a5b15a3f2814e,9420538a5a92af199b492414dd056ab7134e456f005895261b1a5b15a3f2814e
A18,,,ec3f8a897147f530040ab94fb9bbee9fdad56e7256b2ce6fbb63cf1465315d91,ec3f8a897147f530040ab94fb9bbee9fdad56e7256b2ce6fbb63cf1465315d91
A19,,,d9b9ce1d270550422a8ea6097d2ffa1d923267fd681c56280e3b7810a14a580a,d9b9ce1d270550422a8ea6097d2ffa1d923267fd681c56280e3b7810a14a580a
A20,,,d83a73b3287a82d85b1bd3f5b18089e9794b091b6c6457992a77d5be6bc1500a,d83a73b3287a82d85b1bd3f5b18089e9794b091b6c6457992a77d5be6bc1500a
A21,6ec33e201b803a1cc0150c0da8dc42b2a0f1029cf31e7a2c0fc81d1d8336ef36,ab64f97c21ac8b84c75d6f52a89765b1c8fd1856d2d2060926d05e94f306a88d,c8a79448e829e27f47318879de4899c3a6404aa66d7d8954e7a680cf6e5d1ca2,c8a79448e829e27f47318879de4899c3a6404aa66d7d8954e7a680cf6e5d1ca2
