A1,812668363d8f0cc562041fae6c588e1555372bf0bf5c16835be996dd72070013,,812668363d8f0cc562041fae6c588e1555372bf0bf5c16835be996dd72070013
A2,e46f1a4a060cc7e143e32e4833c94af9164c37bc0d4c844bd1fa974ffb2ac225,8c0e1d9d02fa1d534bed0962df3492708c99afbc6343ac8dc671bbabae75aca2,b433a6dd6682476829a60de6a4fb771395c4baf637aa496ba6bca9bd6766d933
A3,d520eae57650560dd54723cdcdd166243c9a0b1458a4afdc331175b5c1cada7e,,d520eae57650560dd54723cdcdd166243c9a0b1458a4afdc331175b5c1cada7e
A4,3b3b2febe9a7e3ad44bdefc47b0bbcafc7a2e677e9570d6ad822efbe1f7d41e2,,3b3b2febe9a7e3ad44bdefc47b0bbcafc7a2e677e9570d6ad822efbe1f7d41e2
A5,52e41801b0db7274d934a229fee15e657273655d70d448d16706fcbe0e4f9746,cd828c0ec9887027bdb6b981560bde593cda27c080298ab36323ba5441ba4c31,0b00b9b74de866ed2278d14d1b9d7ecf2c06950d296bb2f17013c7b710d6de41
A6,f53dee88cf8529a93a68be781005e903c270057da1a72e2f89e8cb154be0c51b,,f53dee88cf8529a93a68be781005e903c270057da1a72e2f89e8cb154be0c51b
A7,a60f86e868fe2bdcf0c5c47111455d1d5b59498172688e36f23a77baa347d916,,a60f86e868fe2bdcf0c5c47111455d1d5b59498172688e36f23a77baa347d916
A8,fb2c0a4ddb03b09ecd5450c5a1d6aeed4e51c2a0387709a95a89cd850a7dd180,,fb2c0a4ddb03b09ecd5450c5a1d6aeed4e51c2a0387709a95a89cd850a7dd180
A9,26aeec3cf5b3b4879325e85fcd751d0c17f62c6c3113109fb100883a553ec0af,,26aeec3cf5b3b4879325e85fcd751d0c17f62c6c3113109fb100883a553ec0af
A10,7d12b846c487e7201dbcf395866b5abc0bb5fa040b1f519127b6a5f56d447257,,7d12b846c487e7201dbcf395866b5abc0bb5fa040b1f519127b6a5f56d447257
A11,bb5b5da7c1dc98a64c6a6f22f8fc539a8f80702f896697e985dd2c06d4ab68aa,,bb5b5da7c1dc98a64c6a6f22f8fc539a8f80702f896697e985dd2c06d4ab68aa
A12,50ab6a29689585b917f7b2972d2c41e8c8c52723c2d58eb9b92109c938d4e825,25deb65536af2c7e82f921c56df2c7e21093b2c06fdddd63021b4bccea0b9cd7,50ab6a29689585b917f7b2972d2c41e8c8c52723c2d58eb9b92109c938d4e825
A13,69e927013383f3944a629c01e930a6663b8304aa5f3137b9a5de3c02d34da401,,69e927013383f3944a629c01e930a6663b8304aa5f3137b9a5de3c02d34da401
A14,9420538a5a92af199b492414dd056ab7134e456f005895261b1a5b15a3f2814e,,9420538a5a92af199b492414dd056ab7134e456f005895261b1a5b15a3f2814e
A15,ec3f8a897147f530040ab94fb9bbee9fdad56e7256b2ce6fbb63cf1465315d91,,ec3f8a897147f530040ab94fb9bbee9fdad56e7256b2ce6fbb63cf1465315d91
A16,d9b9ce1d270550422a8ea6097d2ffa1d923267fd681c56280e3b7810a14a580a,,d9b9ce1d270550422a8ea6097d2ffa1d923267fd681c56280e3b7810a14a580a
A17,d83a73b3287a82d85b1bd3f5b18089e9794b091b6c6457992a77d5be6bc1500a,,d83a73b3287a82d85b1bd3f5b18089e9794b091b6c6457992a77d5be6bc1500a
A18,c8a79448e829e27f47318879de4899c3a6404aa66d7d8954e7a680cf6e5d1ca2,3c0edf049cd95575b46d688ed31be0ccce7a5822c5bcc22adf05d491f01f2780,b71e04068a444f6ee23c0863df43f19957762528381d6edece40e35c0efab242
A19,ceebc7042ff4b3525981f67e306167d9711ac0bce6ea07a067cdb4881854db97,,ceebc7042ff4b3525981f67e306167d9711ac0bce6ea07a067cdb4881854db97
A20,b37687b8bb3dbd4c6f96969358cf5d70900d1ccd01402cea7668da6303bec4b4,,b37687b8bb3dbd4c6f96969358cf5d70900d1ccd01402cea7668da6303bec4b4
A21,3dd3a1fb1ac7d78d162dab36230e70a34459f38a795e765cc5fdd304c8c04907,,3dd3a1fb1ac7d78d162dab36230e70a34459f38a795e765cc5fdd304c8c04907
A22,,,29023937877d658f898d48a06b2648e283306a041137cc58af4f79f061e1de4b
A23,,,497a81dae06c1d53b4cfe96c1f998f6f65d46354d68a83d29a2950c984fc1166
A24,3beae22dd24b0dbc955ce74a9fe755390983d8436a45b401461ceaaa7a5d1609,,3beae22dd24b0dbc955ce74a9fe755390983d8436a45b401461ceaaa7a5d1609
A25,a2e2820561158593079cf28230b73b9b7f1cb83da49b04d2317790e20c0c706f,,a2e2820561158593079cf28230b73b9b7f1cb83da49b04d2317790e20c0c706f
A26,,,c2d03f19521389763921ce9c758a3697caa22bed98c2c11c3b10344b11c468bb
A27,,,5a7323988b5d96da801e2abd4d95248af758fe9adbbafd09dd76114629567ff4
A28,,,9b3cb1ef128e2a87386258a5812c05b520024e6e4a404d1f1d6f0e35707e8a7b
A29,,,b8f7f5098ef900044e245ff5b30832215e00204b1e244545d80a28013685c811
