A30,26d7b17ff73e55cbf2e7b90ec0eaca8627f132b000e1c8f2de8e5157d8ebe216,,26d7b17ff73e55cbf2e7b90ec0eaca8627f132b000e1c8f2de8e5157d8ebe216
A31,e225f44a0b0939b1b30a1ab03b2f38baeca8699c0cd44b4e39adbe19ffbb3542,,e225f44a0b0939b1b30a1ab03b2f38baeca8699c0cd44b4e39adbe19ffbb3542
A32,9c03a344765a6b8da57c4a7d40647791b737e3e1feecc14e3d59f2c69bdb246b,,9c03a344765a6b8da57c4a7d40647791b737e3e1feecc14e3d59f2c69bdb246b
A33,245e5eb8db3a19aebfdf9ccc2c2ac0467bebccc76339696f519452e8bbd393ad,,245e5eb8db3a19aebfdf9ccc2c2ac0467bebccc76339696f519452e8bbd393ad
A34,0e9bb259b84413d890a0fd548e40f255bb983a3add2eb7a737283f711e23d523,,0e9bb259b84413d890a0fd548e40f255bb983a3add2eb7a737283f711e23d523
A35,d2c939f8f97b2a02c254da4add5fcbea1311d465178344adc029d82366a0f642,,d2c939f8f97b2a02c254da4add5fcbea1311d465178344adc029d82366a0f642
A36,583a0f52df591048a41be40620830a70260e77855364174d91ba159970d8488e,,583a0f52df591048a41be40620830a70260e77855364174d91ba159970d8488e
A37,a6fa642bc8eceff2b1d333dc1123748399264c028fde2fd78308f0a0209ae21b,,a6fa642bc8eceff2b1d333dc1123748399264c028fde2fd78308f0a0209ae21b
A38,9694ffda6be83e507b6d3395cb411581d91419db0107726873a0a9018eab6a54,,9694ffda6be83e507b6d3395cb411581d91419db0107726873a0a9018eab6a54
A39,a6184fb705cfed44856c7b9594b492926f7a63a128a5a2be7b896294d8c79838,,a6184fb705cfed44856c7b9594b492926f7a63a128a5a2be7b896294d8c79838
A40,0b122f4f42ca2089ee158a31d932d6a0332aa3a4d04acce1e2e7aa140815a0ec,,0b122f4f42ca2089ee158a31d932d6a0332aa3a4d04acce1e2e7aa140815a0ec
A41,549e39fc635763b9466e09688714b2908fcf7a349d4f4f0fe2a761bd6f502733,,549e39fc635763b9466e09688714b2908fcf7a349d4f4f0fe2a761bd6f502733
A42,17a2b7a0ca372f407c300b69049faf9d92cbf274964290ba278b18cf10bf5dbf,,17a2b7a0ca372f407c300b69049faf9d92cbf274964290ba278b18cf10bf5dbf
A43,22c3c5b40201f4ab2cb64a2d34b7665f8d0d1562f2a3e1a493dd3312608c7537,,22c3c5b40201f4ab2cb64a2d34b7665f8d0d1562f2a3e1a493dd3312608c7537
A44,51782b9aa4b92f4aba322a549b9d3972e304ca68f9353073c29add782502d910,,51782b9aa4b92f4aba322a549b9d3972e304ca68f9353073c29add782502d910
A45,1624157830122d60825aa5aa88ab70d0b140b2e7e510086699f9a9773efef6bd,cc272cd8a2e3e9c5e4edaa5ac7d59735c377a9db89d6958335a2cf0538761ab3,847f0d7b5b56f9491b75fadd87efa1d6bdb112bcbb660d2ec7b6d786d403360f
